DEPT.F,CALI,SGR,CGR,POTA,THOR,URAN,NPHL,DLIM,RHOB,PEF,PHIS,RT,RXO,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,PHItmri,DEPT
5951.5,7.6493,11.598,4.5378,0.1393,0.7789,0.6319,3.74,5.86,2.6098,5.0017,5.56360424,32.0427,260.8378,0.0162,0.0184,0.0584,0.424,0.9135,1.4039,1.2431,0.2988,0.0145,0.0075,4.3983,5951.5
5952,7.6614,11.9331,4.6566,0.1378,0.8236,0.6649,3.73,5.5,2.6159,5.0995,5.386431095,31.4263,252.2521,0.0017,0.0015,0.0161,0.3376,0.9622,1.5002,1.2329,0.3772,0.033,0.0192,4.4816,5952
5952.5,7.6615,12.0234,4.7161,0.1348,0.8568,0.6743,3.63,4.91,2.626,5.0242,5.028551237,30.9119,252.4117,0,0,0.0134,0.3743,0.9159,1.5032,1.321,0.4106,0.0446,0.0286,4.6116,5952.5
5953,7.6579,12.7758,5.0653,0.1426,0.9307,0.7066,3.61,5.06,2.6234,4.8723,4.817526502,29.6341,223.0855,0,0,0.0342,0.5565,0.7585,1.434,1.5142,0.3923,0.059,0.0442,4.7929,5953
5953.5,7.6515,12.8407,5.1333,0.1448,0.9419,0.7052,3.83,5.99,2.6076,4.7987,4.681978799,28.6377,205.8323,0,0,0.0435,0.6275,0.7115,1.3959,1.5489,0.3601,0.0968,0.06,4.8442,5953.5
5954,7.655,12.9143,5.2194,0.1473,0.9571,0.6963,3.65,6.28,2.6027,4.785,4.815053004,27.8431,195.0443,0,0,0.0555,0.542,0.7008,1.4869,1.4274,0.2687,0.1529,0.1197,4.7539,5954
5954.5,7.6627,12.4816,5.0319,0.1404,0.9308,0.6766,3.51,6.1,2.6058,4.8333,5.073003534,26.8934,178.2621,0,0,0.0631,0.2868,0.7292,1.6899,1.2339,0.1798,0.102,0.2642,4.5489,5954.5
5955,7.6806,11.5615,4.6704,0.1264,0.882,0.6339,3.68,5.98,2.6077,4.9293,5.42770318,26.139,166.8608,0,0,0.015,0.0585,0.8002,2.006,0.9944,0.154,0.0876,0.2962,4.4119,5955
5955.5,7.6655,11.2942,4.4603,0.1173,0.8589,0.6342,4.01,6.12,2.6054,4.9693,5.94459364,25.6056,160.2989,0,0,0.0303,0.0759,0.7115,2.3204,0.9092,0.0835,0.1007,0.321,4.5525,5955.5
5956,7.6417,10.9931,4.1758,0.1118,0.7944,0.6423,4.5,6.51,2.5987,4.956,6.258798587,25.1171,153.2966,0,0,0.0421,0.2026,0.5806,2.1811,1.5006,0.1213,0.0324,0.2162,4.8769,5956
5956.5,7.6394,10.8635,4.0973,0.1113,0.772,0.6422,4.89,6.98,2.5906,4.922,6.248480565,24.9205,151.9315,0,0,0.0075,0.2716,0.5865,1.5911,2.5299,0.2501,0.0019,0.036,5.2746,5956.5
5957,7.6474,10.8903,3.9958,0.1109,0.7416,0.664,4.98,7.28,2.5856,4.8718,6.261201413,24.873,151.8926,0,0,0.0157,0.3703,0.5011,1.2108,3.1025,0.5596,0.0001,0,5.7601,5957
5957.5,7.6474,11.5421,4.318,0.1141,0.8283,0.7069,4.87,7.23,2.5864,4.8611,6.267067138,24.712,147.0383,0,0.0007,0.1917,0.6939,0.2925,1.3006,2.9633,0.8741,0.0082,0,6.325,5957.5
5958,7.6629,11.6185,4.4034,0.1052,0.8978,0.7162,4.56,7.17,2.5874,4.9243,6.297526502,24.7721,144.7906,0.0204,0.0384,0.2803,0.5942,0.5851,1.5158,2.6618,0.9551,0.026,0,6.6771,5958
5958.5,7.6736,11.9927,4.6117,0.0969,1.003,0.7461,4.32,6.62,2.5968,5.0071,6.331024735,25.1469,149.2101,0.121,0.0621,0.0746,0.4248,0.8634,1.7601,2.3029,1.0129,0.1112,0.0022,6.7352,5958.5
5959,7.6955,11.8343,4.5954,0.0851,1.0537,0.7452,4.5,6.32,2.6019,5.0569,6.303250883,25.4476,149.352,0.1451,0.0382,0.0106,0.196,1.0582,1.873,1.842,1.1095,0.2444,0.0404,6.5574,5959
5959.5,7.6977,11.5096,4.5224,0.0783,1.0631,0.7271,4.81,7.07,2.5891,5.0414,6.222897527,25.7439,146.1749,0.071,0.0554,0.1174,0.4915,0.8094,1.6079,1.9544,1.0803,0.2441,0.0942,6.5256,5959.5
5960,7.7062,11.5438,4.6233,0.0748,1.1115,0.7246,4.91,7.11,2.5885,4.9459,6.000212014,26.6655,156.6119,0.012,0.0427,0.2913,0.7789,0.673,1.3692,1.9358,1.1421,0.2093,0.0493,6.5036,5960
5960.5,7.7187,11.961,4.9049,0.077,1.1901,0.7369,4.73,6.75,2.5946,4.8651,5.664805654,28.0541,178.6581,0.0005,0.1222,0.5027,0.6712,0.7388,1.2989,1.6895,1.146,0.161,0.0031,6.3339,5960.5
5961,7.7146,11.5985,4.8415,0.0716,1.1958,0.7061,4.23,7.44,2.5829,4.9071,5.412932862,29.2819,193.3353,0.0132,0.364,0.5132,0.3853,0.8914,1.3207,1.4122,1.019,0.1539,0.0006,6.0735,5961
5961.5,7.7211,11.9912,5.1608,0.0714,1.2979,0.7131,3.76,7.74,2.5776,5.0246,5.177879859,30.3388,198.7149,0.0993,0.627,0.2665,0.2238,1.0529,1.3331,1.1755,0.8683,0.1332,0.001,5.7806,5961.5
5962,7.7274,11.5873,5.1581,0.0657,1.3239,0.6611,3.58,7.03,2.5898,5.1005,4.805441696,31.3831,199.0959,0.2532,0.6638,0.0644,0.1141,0.9683,1.496,0.9887,0.6658,0.1224,0.0063,5.343,5962
5962.5,7.7308,11.1041,5.1296,0.0622,1.3312,0.6022,3.3,6.28,2.6026,5.0851,4.273992933,32.6314,201.6888,0.2456,0.4717,0.0384,0.0287,0.8109,1.6645,0.8755,0.414,0.116,0.0133,4.6786,5962.5
5963,7.7603,11.0352,5.2755,0.0628,1.3748,0.5713,2.87,5.68,2.6128,4.9466,3.830742049,34.3274,210.7573,0.0875,0.2359,0.0788,0.0349,0.8653,1.5996,0.8106,0.2599,0.0764,0.013,4.0619,5963
5963.5,7.7817,10.3866,4.9968,0.0611,1.2941,0.5315,2.57,5.21,2.6208,4.83,3.597102473,36.3798,222.0341,0.0526,0.0635,0.0799,0.1715,0.873,1.4834,0.7169,0.1559,0.0478,0.017,3.6615,5963.5
5964,7.7989,9.9095,4.7334,0.0587,1.222,0.5191,2.34,4.65,2.6305,4.9374,3.444452297,38.5041,230.8454,0.0764,0.0296,0.1017,0.5035,0.6406,1.3237,0.7964,0.0855,0.0218,0.0149,3.5941,5964
5964.5,7.8076,8.9713,4.2089,0.054,1.0783,0.4821,2.12,4.13,2.6395,5.072,3.344028269,40.3482,232.1515,0.1565,0.0709,0.1416,0.9169,0.4934,0.9991,0.8604,0.0508,0.002,0.0268,3.7184,5964.5
5965,7.801,9.1952,4.261,0.0596,1.068,0.4998,2.18,3.69,2.6469,4.9683,3.215335689,41.886,228.3125,0.3076,0.2648,0.2182,0.9537,0.4511,0.7993,0.7786,0.0709,0.0023,0.0219,3.8684,5965
5965.5,7.7978,9.6506,4.3651,0.0643,1.0787,0.5348,2.18,3.25,2.6545,4.8214,3.005936396,42.8828,207.9844,0.1922,0.3415,0.3358,0.7455,0.5631,0.6494,0.5995,0.1663,0.0229,0.0148,3.631,5965.5
5966,7.8025,10.5103,4.7694,0.077,1.1461,0.5734,2.06,3.45,2.651,4.8553,2.767561837,44.2887,201.2859,0.1778,0.3342,0.241,0.3718,0.874,0.6607,0.2282,0.1676,0.0715,0.0869,3.2137,5966
5966.5,7.7972,11.2693,5.0634,0.0868,1.1928,0.6159,1.81,3.25,2.6545,4.8581,2.567915194,46.5582,222.3938,0.1648,0.2426,0.1131,0.1873,0.9888,0.7447,0.0812,0.0781,0.0933,0.1059,2.7998,5966.5
5967,7.8033,11.7197,5.205,0.097,1.1895,0.6405,1.36,2.08,2.6744,4.7541,2.536678445,46.5082,199.2034,0.083,0.0931,0.066,0.1204,1.0322,0.7722,0.0917,0.1067,0.1041,0.0371,2.5065,5967
5967.5,7.7999,12.29,5.2743,0.1032,1.1818,0.6928,1.18,2.02,2.6755,4.7604,2.693498233,46.2211,186.1142,0.2297,0.052,0.0183,0.1123,1.0915,0.8321,0.1503,0.2289,0.0918,0.0048,2.8117,5967.5
5968,7.8076,12.7059,5.1417,0.1057,1.128,0.7473,1.3,2.38,2.6693,4.8942,2.856749117,47.193,197.5159,0.3512,0.0581,0.0015,0.1128,1.1739,0.9236,0.2069,0.2866,0.0536,0.0006,3.1688,5968
5968.5,7.8175,12.6638,4.9119,0.1032,1.0669,0.77,1.49,1.54,2.6837,4.9534,2.882897527,47.0204,202.9721,0.408,0.1021,0.0014,0.0742,1.2086,1.102,0.2545,0.2373,0.0325,0,3.4206,5968.5
5969,7.817,11.9154,4.436,0.0956,0.9522,0.7339,1.97,1.41,2.6859,4.822,2.915053004,44.6328,186.5703,0.3501,0.2241,0.0151,0.0703,1.3178,1.1336,0.2427,0.2089,0.0325,0.0025,3.5976,5969
5969.5,7.8102,11.6587,4.3337,0.0955,0.9204,0.7109,2.2,2.39,2.6692,4.6731,3.196961131,41.9087,170.8542,0.2135,0.3656,0.0521,0.0731,1.3239,1.2379,0.2455,0.1581,0.0336,0.0271,3.7304,5969.5
5970,7.8126,11.6923,4.3085,0.0994,0.8936,0.7152,2.23,2.51,2.6671,4.6372,3.424664311,39.3803,159.7918,0.179,0.4366,0.1042,0.0518,1.164,1.4817,0.2929,0.0723,0.0332,0.0618,3.8775,5970
5970.5,7.8167,11.9774,4.5528,0.1061,0.9395,0.7175,2.19,2.59,2.6656,4.622,3.673922261,37.1461,153.1297,0.2671,0.4694,0.1363,0.08,1.1154,1.5864,0.3469,0.0351,0.0729,0.077,4.1865,5970.5
5971,7.8138,12.8238,4.9847,0.1131,1.0435,0.7558,2.42,3.53,2.6497,4.5752,3.930106007,35.3058,151.6288,0.4175,0.437,0.0836,0.1389,1.2756,1.5353,0.3939,0.0736,0.1089,0.0657,4.53,5971
5971.5,7.8126,13.0148,5.1905,0.1145,1.1023,0.7388,2.69,4.06,2.6406,4.5074,4.162756184,33.8206,155.3588,0.5612,0.4001,0.0174,0.1944,1.3928,1.5867,0.5815,0.1492,0.0738,0.0354,4.9925,5971.5
5972,7.8156,12.4785,4.9207,0.1104,1.0362,0.711,2.99,4.09,2.6401,4.4217,4.337597173,31.7371,148.9168,0.5825,0.4244,0.0052,0.2139,1.3699,1.7307,0.7627,0.1948,0.0296,0.01,5.3237,5972
5972.5,7.8012,11.7698,4.5064,0.1043,0.934,0.6833,3.18,3.89,2.6434,4.391,4.492014134,30.2285,148.9818,0.5072,0.4589,0.0034,0.1936,1.3273,2.0053,0.8862,0.2346,0.0179,0,5.6344,5972.5
5973,7.7586,11.1576,4.1064,0.0958,0.8475,0.6674,3.28,3.69,2.6468,4.5173,4.63180212,29.2015,157.9998,0.382,0.4013,0.0069,0.1461,1.304,2.2776,0.9814,0.2632,0.0241,0.0044,5.791,5973
5973.5,7.7289,11.6794,4.2765,0.1021,0.8716,0.7006,3.65,3.73,2.6462,4.7576,4.798091873,27.5181,154.8255,0.2633,0.3265,0.0163,0.1049,1.2471,2.4902,1.1139,0.2617,0.0254,0.0195,5.8688,5973.5
5974,7.7151,12.2463,4.5647,0.1079,0.9355,0.7224,4.08,3.88,2.6437,4.9148,5.023392226,25.4061,142.6414,0.1442,0.2394,0.0254,0.0711,1.1571,2.6866,1.285,0.2424,0.0249,0.0492,5.9253,5974
5974.5,7.7037,13.0047,5.0574,0.1203,1.0332,0.7372,4.71,4.05,2.6407,4.8972,5.254911661,23.4311,131.7248,0.0364,0.1122,0.025,0.0535,1.0577,2.8891,1.4963,0.2178,0.0315,0.1126,6.0321,5974.5
5975,7.6924,12.8565,5.1843,0.1215,1.0679,0.7079,5.11,3.98,2.6419,4.7746,5.49180212,21.6543,120.359,0.0068,0.0389,0.0153,0.0672,1.0516,2.9446,1.6121,0.2248,0.0499,0.1678,6.179,5975
5975.5,7.6902,13.3968,5.5073,0.1267,1.1457,0.7232,5.29,4.11,2.6397,4.5956,5.642120141,20.2404,111.5136,0.0004,0.0067,0.0075,0.0938,1.0758,2.899,1.7308,0.2508,0.0831,0.2077,6.3556,5975.5
5976,7.7064,13.9839,5.7803,0.1337,1.1992,0.7546,5.39,4.2,2.6382,4.3783,5.659081272,19.4582,111.797,0,0.0006,0.0081,0.1506,1.0654,2.6845,1.9697,0.3505,0.1553,0.1705,6.5552,5976
5976.5,7.698,14.6283,5.8935,0.1337,1.2351,0.81,5.82,4.49,2.6332,4.1031,5.366572438,19.1031,119.4172,0,0.0185,0.0777,0.1873,0.9903,2.4961,2.1267,0.4914,0.1597,0.1169,6.6646,5976.5
5977,7.6667,14.861,5.7714,0.1284,1.2219,0.8523,6.07,6.29,2.6025,3.8052,4.945017668,18.3376,116.3334,0,0.0328,0.2319,0.1488,0.741,2.6303,2.1539,0.4459,0.1925,0.1794,6.7565,5977
5977.5,7.6621,14.0474,5.2943,0.1152,1.1329,0.8271,6.07,7.36,2.5841,3.6687,4.500848057,16.98,94.15,0,0.0167,0.2504,0.1559,0.5481,2.8107,2.1398,0.3038,0.1864,0.3236,6.7354,5977.5
5978,7.6564,14.0728,5.2542,0.1146,1.1234,0.8348,5.76,6.08,2.606,3.8128,4.252084806,16.6992,93.1246,0,0.009,0.1763,0.1618,0.61,2.8377,2.0674,0.215,0.1454,0.4531,6.6757,5978
5978.5,7.6498,14.0634,5.421,0.1237,1.133,0.8092,5.92,4.37,2.6353,3.9986,4.239717314,16.5224,91.8322,0,0.0051,0.1041,0.1443,0.7486,2.7859,1.9748,0.2191,0.1451,0.4833,6.6103,5978.5
5979,7.6678,13.9987,5.484,0.1281,1.1318,0.7887,6.26,3.38,2.6523,3.9141,4.760070671,16.3331,87.13,0,0.0011,0.0325,0.0791,0.8954,2.7867,1.7858,0.2758,0.1674,0.4608,6.4846,5979
5979.5,7.6848,14.6461,5.6936,0.1316,1.1818,0.8311,6.09,3.31,2.6534,3.6967,5.038021201,16.4499,87.6566,0,0.0018,0.0062,0.0195,0.8887,2.9355,1.6152,0.3055,0.1821,0.4156,6.3701,5979.5
5980,7.6705,14.3778,5.4218,0.1234,1.1346,0.8361,5.62,4.43,2.6343,3.7672,5.278869258,16.7047,89.021,0.0001,0.01,0.0075,0.0031,0.8222,3.0564,1.5695,0.3318,0.2031,0.3405,6.3442,5980
5980.5,7.6554,14.285,5.075,0.1145,1.0669,0.8704,5.41,5.99,2.6076,4.1577,5.798515901,17.2288,95.551,0.0005,0.0573,0.0436,0.0002,0.6695,3.2263,1.6345,0.4365,0.2558,0.1352,6.4594,5980.5
5981,7.6496,13.9543,4.7053,0.1136,0.9538,0.8767,5.39,6.49,2.599,4.4899,5.85540636,17.8798,106.5216,0.0004,0.0731,0.1172,0.0029,0.6428,3.2241,1.727,0.5174,0.236,0.0524,6.5933,5981
5981.5,7.6522,13.6503,4.3791,0.1164,0.8368,0.893,5.44,5.97,2.6079,4.5951,5.592084806,18.4094,117.9555,0,0.0402,0.1438,0.0315,0.9089,2.8064,1.8211,0.6717,0.1248,0.0157,6.5641,5981.5
5982,7.6534,13.9447,4.1939,0.1261,0.7321,0.9523,5.19,4.84,2.6272,4.5506,5.427915194,18.6247,128.1742,0.0009,0.0186,0.0849,0.2142,1.1261,2.2811,1.8726,0.7518,0.0545,0.0019,6.4066,5982
5982.5,7.6691,14.5044,4.3533,0.1417,0.709,0.9944,4.68,3.88,2.6437,4.5502,5.273922261,18.8431,148.8109,0.0145,0.0075,0.0632,0.5191,1.0965,1.8691,1.913,0.7332,0.0345,0.0003,6.2509,5982.5
5983,7.6869,14.3821,4.2241,0.1489,0.6337,1.0013,3.9,3.94,2.6426,4.7229,5.065441696,18.9147,176.6321,0.055,0.0045,0.0769,0.7621,0.9774,1.6253,1.9099,0.6595,0.033,0.0062,6.1098,5983
5983.5,7.6977,14.0941,4.0402,0.1501,0.5695,0.9949,3.48,4.56,2.632,4.9214,4.990530035,18.7255,196.9178,0.1614,0.0248,0.1555,1.0119,0.7442,1.4604,1.7974,0.4759,0.0492,0.0373,5.918,5983.5
5984,7.7116,13.9137,3.8597,0.1466,0.5289,1.0046,3.26,5.02,2.6242,5.0168,5.149964664,18.6381,219.914,0.2331,0.0752,0.2664,1.1227,0.5591,1.4275,1.6545,0.32,0.0643,0.0748,5.7976,5984
5984.5,7.7472,14.0888,3.753,0.1473,0.4918,1.0347,3.22,4.96,2.6252,5.029,5.658515901,18.0179,204.6064,0.232,0.1787,0.4332,1.1397,0.4441,1.3689,1.4708,0.2067,0.066,0.0971,5.6372,5984.5
5985,7.7667,14.4124,3.5606,0.1435,0.4488,1.0927,3.41,5.25,2.6203,4.9121,6.221696113,17.322,200.6648,0.1181,0.251,0.5562,0.9792,0.5664,1.2516,1.3665,0.2401,0.0356,0.0482,5.4129,5985
5985.5,7.697,13.7499,3.2038,0.1348,0.3769,1.0613,4.59,6.32,2.6019,4.6241,6.930954064,16.5461,201.4926,0.0292,0.1392,0.5731,0.9118,0.4714,1.4096,1.6862,0.229,0.0059,0.0031,5.4585,5985.5
5986,7.67,13.0169,2.7527,0.1209,0.305,1.0449,6.06,7.54,2.5811,4.2842,7.543109541,15.448,181.563,0.0053,0.0226,0.3906,1.09,0.2806,1.5344,2.3875,0.2978,0.0004,0,6.0092,5986
5986.5,7.6553,12.4283,2.4813,0.1082,0.2786,1.0217,7.56,8.51,2.5645,4.0695,7.683674912,14.5055,157.9005,0.0004,0.001,0.2268,1.1179,0.2338,1.483,3.2145,0.5685,0.0001,0,6.846,5986.5
5987,7.6503,12.3579,2.4588,0.1065,0.2798,1.0266,7.93,8.97,2.5567,4.0732,7.547349823,13.9788,146.6863,0.001,0.0036,0.2643,0.9331,0.0936,1.4443,3.9633,0.8056,0.0002,0,7.509,5987
5987.5,7.6547,13.0422,2.5938,0.1085,0.3133,1.0928,7.8,8.65,2.5621,4.174,7.35130742,13.7432,169.0215,0.015,0.0344,0.3181,0.6398,0.0225,1.5302,4.3874,1.0441,0.005,0.0049,8.0014,5987.5
5988,7.6566,13.171,2.7485,0.1102,0.3544,1.0875,7.41,7.92,2.5746,4.3307,7.046713781,13.5625,241.3932,0.0416,0.0556,0.2809,0.3989,0.0351,1.7954,4.3982,1.2398,0.0468,0.0686,8.3609,5988
5988.5,7.6722,12.8772,2.6489,0.1083,0.3322,1.0674,6.74,7.25,2.586,4.5984,6.837809187,13.2264,303.4686,0.0256,0.0184,0.181,0.4704,0.092,1.9381,4.2138,1.25,0.0765,0.2013,8.4671,5988.5
5989,7.6749,12.2641,2.4555,0.1041,0.2905,1.0201,6.5,6.66,2.5961,4.7591,6.678727915,12.8373,344.7458,0.0069,0.0026,0.1202,0.5645,0.1843,2.0082,3.9754,1.2511,0.0682,0.2451,8.4265,5989
5989.5,7.6811,11.9755,2.4762,0.111,0.2642,0.9822,6.39,5.95,2.6083,4.7148,6.440918728,12.4178,431.6432,0,0,0.0806,0.7145,0.2899,1.895,3.8934,1.2366,0.0427,0.1256,8.2783,5989.5
5990,7.6925,12.352,2.7941,0.1245,0.3012,0.9878,6.25,5.56,2.615,4.6252,6.247844523,11.9574,698.0018,0.0036,0.0043,0.0994,0.8354,0.2403,1.7078,4.0651,1.1371,0.0139,0.0211,8.128,5990
5990.5,7.6894,12.2479,3.0923,0.132,0.3603,0.9446,5.92,6.05,2.6066,4.5873,5.808480565,11.2653,953.3903,0.0392,0.0292,0.141,0.728,0.2197,1.7929,3.9419,1.0729,0.0095,0.0528,8.0271,5990.5
5991,7.6893,11.8989,3.2105,0.127,0.4218,0.9059,5.75,6.55,2.5979,4.6058,5.663816254,10.561,3104.7908,0.1152,0.0386,0.0874,0.4422,0.3534,2.0882,3.54,0.9748,0.0149,0.1688,7.8235,5991
5991.5,7.6708,11.5544,3.2395,0.1198,0.4647,0.8751,5.55,6.49,2.599,4.5793,5.811872792,10.0462,183.6812,0.1556,0.0148,0.0259,0.1791,0.4197,2.4513,3.125,0.8468,0.0209,0.2306,7.4697,5991.5
5992,7.6362,11.5981,3.3444,0.1178,0.5076,0.8731,5.5,6.05,2.6066,4.494,6.026784452,8.9683,173.4286,0.1305,0.0061,0.0132,0.0561,0.3755,2.7645,2.8617,0.7022,0.0246,0.2188,7.1532,5992
5992.5,7.6077,12.0737,3.6054,0.1191,0.5847,0.8972,5.26,5.68,2.6129,4.46,6.21335689,7.6359,328.8605,0.0601,0.0033,0.0123,0.0191,0.4149,2.9144,2.6787,0.6098,0.0317,0.142,6.8863,5992.5
5993,7.5946,12.3876,3.7733,0.121,0.6293,0.9089,5.28,6.16,2.6047,4.4658,6.29180212,6.156,85.8249,0.015,0.0138,0.0915,0.1152,0.4417,2.8703,2.639,0.5175,0.0463,0.0794,6.8297,5993
5993.5,7.5951,12.5347,3.9782,0.1224,0.6877,0.8928,5.64,6.87,2.5925,4.4531,6.275759717,5.3094,63.0677,0.0331,0.0674,0.2238,0.3063,0.3118,2.6922,2.8611,0.401,0.0528,0.057,7.0065,5993.5
5994,7.5853,12.7853,4.0939,0.1237,0.7184,0.9021,6.27,6.79,2.5938,4.4485,6.179363958,4.6395,53.426,0.0695,0.135,0.2985,0.4585,0.1807,2.4043,3.2302,0.3796,0.031,0.0213,7.2086,5994
5994.5,7.5864,12.665,4.1865,0.1247,0.7431,0.8741,6.61,5.92,2.6087,4.4639,5.826784452,4.0424,45.4786,0.122,0.1953,0.2484,0.4765,0.1806,2.2391,3.4415,0.4216,0.0092,0.0307,7.3649,5994.5
5995,7.5812,12.8093,4.2563,0.1254,0.7624,0.8778,6.19,5.17,2.6217,4.4294,5.588551237,3.5111,37.6784,0.1367,0.1343,0.1376,0.4928,0.2284,2.2115,3.3367,0.4436,0.0111,0.1023,7.235,5995
5995.5,7.5605,12.8073,4.2835,0.1254,0.7709,0.8741,5.71,5.26,2.6201,4.4418,5.827915194,3.0611,30.4926,0.0589,0.0265,0.1076,0.5855,0.1717,2.0076,3.2425,0.4964,0.0508,0.1385,6.886,5995.5
5996,7.5833,12.7515,4.4843,0.134,0.7885,0.8377,6.67,5.37,2.6181,4.4937,6.810530035,2.6696,24.4704,0.0074,0.0014,0.1042,0.6511,0.2765,1.5823,3.2018,0.9645,0.1112,0.0709,6.9713,5996
5996.5,7.5828,13.6379,5.1625,0.1601,0.8801,0.8351,8.97,6.2,2.604,4.1986,7.941272085,2.3486,20.1693,0.0005,0.0004,0.0724,0.6248,0.7079,1.2487,3.0921,1.8509,0.2963,0.0296,7.9236,5996.5
5997,7.5762,14.3573,5.7016,0.1844,0.9361,0.8363,12.96,9.62,2.5455,3.6995,9.259858657,2.0758,16.513,0.0001,0.0005,0.1042,0.5328,0.8677,1.4118,3.1421,2.6921,0.892,0.1395,9.7828,5997
5997.5,7.542,14.6403,6.0365,0.2017,0.9606,0.8179,18.29,13.89,2.4726,3.5155,10.96409894,1.8682,14.1736,0,0.001,0.2037,0.4295,0.4713,1.764,3.7588,3.4777,1.6956,0.3255,12.1271,5997.5
5998,7.5228,14.8879,6.1408,0.2127,0.9416,0.8342,21.77,16.12,2.4344,3.5505,12.4024735,1.7157,12.7533,0,0.0013,0.2027,0.281,0.1742,1.8668,4.7326,4.4495,2.3524,0.462,14.5225,5998
5998.5,7.5041,14.1304,5.8477,0.2103,0.86,0.7972,22.53,16.2,2.433,3.516,12.96515901,1.6088,12.0712,0,0.0004,0.0552,0.0985,0.2121,2.3427,5.5984,5.2453,3.0007,0.7385,17.2918,5998.5
5999,7.4898,13.8915,5.969,0.2161,0.8709,0.7679,22.31,15.54,2.4443,3.4319,13.04388693,1.5291,11.712,0,0.0147,0.0872,0.0374,0.3261,2.7961,6.0592,5.5247,3.26,0.934,19.0394,5999
5999.5,7.4919,14.3318,6.4264,0.2292,0.9542,0.7728,22.88,15.15,2.4509,3.379,12.83710247,1.4761,11.6599,0.0021,0.071,0.3872,0.1196,0.2594,2.5291,6.5883,5.9637,3.123,0.881,19.9244,5999.5
6000,7.4997,14.4984,6.6933,0.2344,1.014,0.7588,22.59,15.33,2.4478,3.3154,12.46416961,1.4447,11.736,0.0181,0.1679,0.4965,0.2328,0.0762,2.191,6.9003,6.0707,2.9669,0.8955,20.0159,6000
6000.5,7.4858,14.7632,6.8362,0.2404,1.0307,0.7654,22.18,15.36,2.4474,3.2015,12.04749117,1.4265,11.9469,0.0172,0.1225,0.2526,0.1988,0.1589,2.4856,6.4528,5.9858,3.1159,0.8191,19.6092,6000.5
6001,7.4788,14.4637,6.6952,0.244,0.9688,0.7373,21.46,13.96,2.4713,3.1037,11.88869258,1.4236,13.3051,0.0029,0.0224,0.1159,0.1663,0.2118,2.6119,6.1584,5.9349,3.1489,0.689,19.0624,6001
6001.5,7.4827,14.1682,6.4879,0.2475,0.8866,0.7183,19.86,12.15,2.5022,3.0647,11.86932862,1.4184,14.152,0.0002,0.0178,0.1955,0.1851,0.1961,2.4052,5.9962,5.9976,2.9826,0.5321,18.5084,6001.5
6002,7.5006,14.3726,6.607,0.2559,0.8841,0.7183,18.2,11.66,2.5107,3.0432,11.86628975,1.3996,14.2197,0.006,0.1342,0.4046,0.1816,0.2857,2.4052,5.6629,6,2.8635,0.4058,18.3495,6002
6002.5,7.5205,14.2697,6.3904,0.2491,0.8476,0.7348,18.81,12.1,2.5031,2.9966,11.95363958,1.3653,13.9371,0.0368,0.2951,0.422,0.1333,0.4243,2.6952,5.4432,5.7672,2.7675,0.3779,18.3625,6002.5
6003,7.5171,14.3167,6.2651,0.242,0.8414,0.7582,18.86,12.55,2.4954,2.8953,12.08954064,1.3191,13.3861,0.0617,0.26,0.2202,0.0736,0.5487,2.9618,5.4972,5.649,2.6448,0.3455,18.2625,6003
6003.5,7.509,14.7332,6.4335,0.2457,0.8771,0.7839,20.1,12.65,2.4936,2.79,12.60558304,1.2645,12.4497,0.0518,0.1317,0.1122,0.1276,0.5862,2.7729,5.8842,5.8254,2.3679,0.2578,18.1177,6003.5
6004,7.5347,14.5759,6.3764,0.2428,0.8727,0.7762,19.68,13.35,2.4818,2.7653,13.6624735,1.2124,11.497,0.026,0.0379,0.1231,0.4664,0.4224,2.1359,6.8733,6.0384,1.767,0.1627,18.0531,6004
6004.5,7.5616,15.179,6.8279,0.2554,0.956,0.7902,18.31,13.98,2.471,2.7545,14.61561837,1.1593,10.4361,0.005,0.0088,0.3103,0.8518,0.1588,1.7612,7.9562,5.8951,1.1118,0.1506,18.2096,6004.5
6005,7.616,16.1844,7.56,0.2805,1.069,0.8124,17.36,14.09,2.4691,2.6902,16.18812721,1.0995,9.1327,0.0002,0.0024,0.5103,0.9994,0.0668,2.0153,8.6432,5.5272,0.6029,0.0987,18.4664,6005
6005.5,7.5977,17.0609,8.2441,0.308,1.155,0.8233,18.24,15.1,2.4518,2.6631,17.1565371,1.0399,7.8521,0.0054,0.0087,0.4834,0.859,0.1336,3.06,8.7774,4.7451,0.3172,0.041,18.4308,6005.5
6006,7.5892,18.2732,9.0561,0.3424,1.2493,0.8513,20.17,15.8,2.4399,2.7303,17.29257951,1.0138,7.2257,0.0404,0.0484,0.4106,0.5806,0.362,4.4156,8.3617,3.9225,0.2103,0.0166,18.3687,6006
6006.5,7.6184,19.1952,9.4467,0.3603,1.2881,0.9005,19.91,14.98,2.4539,2.8034,17.0335689,1.0223,7.1659,0.1768,0.1452,0.279,0.2024,0.8972,6.4099,7.4413,2.8688,0.2263,0.0081,18.655,6006.5
6007,7.6463,19.5106,9.5044,0.3591,1.3118,0.926,20.55,13.91,2.4722,2.8242,16.34332155,1.0664,7.8031,0.3178,0.1639,0.0831,0.0213,1.3368,7.9883,6.908,1.9305,0.2507,0.0193,19.0197,6007
